"birth_year","group","DHB","category","sub_category","number","denominator","percent","population","rate"
2020,"DHB","Tairawhiti","parity_summary","3+",109,693,15.7,NA,NA
2020,"DHB","Taranaki","parity_summary","0",501,1447,34.6,NA,NA
2020,"DHB","Taranaki","parity_summary","1",526,1447,36.4,NA,NA
2020,"DHB","Taranaki","parity_summary","2",247,1447,17.1,NA,NA
2020,"DHB","Taranaki","parity_summary","3+",173,1447,12,NA,NA
2020,"DHB","Unknown","parity_summary","0",112,458,NA,NA,NA
2020,"DHB","Unknown","parity_summary","1",168,458,NA,NA,NA
2020,"DHB","Unknown","parity_summary","2",90,458,NA,NA,NA
2020,"DHB","Unknown","parity_summary","3+",88,458,NA,NA,NA
2020,"DHB","Unknown","parity_summary","Unknown",18,458,NA,NA,NA
2020,"DHB","Waikato","parity_summary","0",2120,5447,38.9,NA,NA
2020,"DHB","Waikato","parity_summary","1",1666,5447,30.6,NA,NA
2020,"DHB","Waikato","parity_summary","2",926,5447,17,NA,NA
2020,"DHB","Waikato","parity_summary","3+",735,5447,13.5,NA,NA
2020,"DHB","Waikato","parity_summary","Unknown",1,5447,NA,NA,NA
2020,"DHB","Wairarapa","parity_summary","0",209,524,39.9,NA,NA
2020,"DHB","Wairarapa","parity_summary","1",179,524,34.2,NA,NA
2020,"DHB","Wairarapa","parity_summary","2",86,524,16.4,NA,NA
2020,"DHB","Wairarapa","parity_summary","3+",50,524,9.5,NA,NA
2020,"DHB","Waitemata","parity_summary","0",3290,7297,45.1,NA,NA
2020,"DHB","Waitemata","parity_summary","1",2583,7297,35.4,NA,NA
2020,"DHB","Waitemata","parity_summary","2",904,7297,12.4,NA,NA
2020,"DHB","Waitemata","parity_summary","3+",520,7297,7.1,NA,NA
2020,"DHB","Waitemata","parity_summary","Unknown",81,7297,NA,NA,NA
2020,"DHB","West Coast","parity_summary","0",100,289,34.6,NA,NA
2020,"DHB","West Coast","parity_summary","1",102,289,35.3,NA,NA
2020,"DHB","West Coast","parity_summary","2",48,289,16.6,NA,NA
2020,"DHB","West Coast","parity_summary","3+",39,289,13.5,NA,NA
2020,"DHB","Whanganui","parity_summary","0",266,796,33.4,NA,NA
2020,"DHB","Whanganui","parity_summary","1",239,796,30,NA,NA
2020,"DHB","Whanganui","parity_summary","2",149,796,18.7,NA,NA
2020,"DHB","Whanganui","parity_summary","3+",142,796,17.8,NA,NA
2021,"DHB","Auckland","parity_summary","0",2515,5085,49.5,NA,NA
2021,"DHB","Auckland","parity_summary","1",1659,5085,32.6,NA,NA
2021,"DHB","Auckland","parity_summary","2",530,5085,10.4,NA,NA
2021,"DHB","Auckland","parity_summary","3+",381,5085,7.5,NA,NA
2021,"DHB","Auckland","parity_summary","Unknown",89,5085,NA,NA,NA
2021,"DHB","Bay of Plenty","parity_summary","0",1382,3358,41.2,NA,NA
2021,"DHB","Bay of Plenty","parity_summary","1",1114,3358,33.2,NA,NA
2021,"DHB","Bay of Plenty","parity_summary","2",480,3358,14.3,NA,NA
2021,"DHB","Bay of Plenty","parity_summary","3+",382,3358,11.4,NA,NA
2021,"DHB","Canterbury","parity_summary","0",2978,6776,43.9,NA,NA
2021,"DHB","Canterbury","parity_summary","1",2381,6776,35.1,NA,NA
2021,"DHB","Canterbury","parity_summary","2",934,6776,13.8,NA,NA
2021,"DHB","Canterbury","parity_summary","3+",483,6776,7.1,NA,NA
2021,"DHB","Capital & Coast","parity_summary","0",1467,3197,45.9,NA,NA
2021,"DHB","Capital & Coast","parity_summary","1",1115,3197,34.9,NA,NA
2021,"DHB","Capital & Coast","parity_summary","2",397,3197,12.4,NA,NA
2021,"DHB","Capital & Coast","parity_summary","3+",218,3197,6.8,NA,NA
2021,"DHB","Counties Manukau","parity_summary","0",3326,8351,39.8,NA,NA
2021,"DHB","Counties Manukau","parity_summary","1",2654,8351,31.8,NA,NA
2021,"DHB","Counties Manukau","parity_summary","2",1184,8351,14.2,NA,NA
2021,"DHB","Counties Manukau","parity_summary","3+",1187,8351,14.2,NA,NA
2021,"DHB","Counties Manukau","parity_summary","Unknown",9,8351,NA,NA,NA
2021,"DHB","Hawke's Bay","parity_summary","0",874,2175,40.2,NA,NA
2021,"DHB","Hawke's Bay","parity_summary","1",626,2175,28.8,NA,NA
2021,"DHB","Hawke's Bay","parity_summary","2",376,2175,17.3,NA,NA
2021,"DHB","Hawke's Bay","parity_summary","3+",299,2175,13.7,NA,NA
2021,"DHB","Hutt Valley","parity_summary","0",784,1826,42.9,NA,NA
2021,"DHB","Hutt Valley","parity_summary","1",624,1826,34.2,NA,NA
2021,"DHB","Hutt Valley","parity_summary","2",253,1826,13.9,NA,NA
2021,"DHB","Hutt Valley","parity_summary","3+",165,1826,9,NA,NA
2021,"DHB","Lakes","parity_summary","0",617,1618,38.1,NA,NA
2021,"DHB","Lakes","parity_summary","1",486,1618,30,NA,NA
2021,"DHB","Lakes","parity_summary","2",275,1618,17,NA,NA
2021,"DHB","Lakes","parity_summary","3+",240,1618,14.8,NA,NA
2021,"DHB","MidCentral","parity_summary","0",903,2254,40.1,NA,NA
2021,"DHB","MidCentral","parity_summary","1",723,2254,32.1,NA,NA
2021,"DHB","MidCentral","parity_summary","2",351,2254,15.6,NA,NA
2021,"DHB","MidCentral","parity_summary","3+",277,2254,12.3,NA,NA
2021,"DHB","Nelson Marlborough","parity_summary","0",531,1264,42,NA,NA
2021,"DHB","Nelson Marlborough","parity_summary","1",453,1264,35.8,NA,NA
2021,"DHB","Nelson Marlborough","parity_summary","2",200,1264,15.8,NA,NA
2021,"DHB","Nelson Marlborough","parity_summary","3+",80,1264,6.3,NA,NA
2021,"DHB","Northland","parity_summary","0",820,2351,34.9,NA,NA
2021,"DHB","Northland","parity_summary","1",718,2351,30.5,NA,NA
2021,"DHB","Northland","parity_summary","2",382,2351,16.2,NA,NA
2021,"DHB","Northland","parity_summary","3+",431,2351,18.3,NA,NA
2021,"DHB","Northland","parity_summary","Unknown",8,2351,NA,NA,NA
2021,"DHB","South Canterbury","parity_summary","0",242,634,38.2,NA,NA
2021,"DHB","South Canterbury","parity_summary","1",228,634,36,NA,NA
2021,"DHB","South Canterbury","parity_summary","2",96,634,15.1,NA,NA
2021,"DHB","South Canterbury","parity_summary","3+",68,634,10.7,NA,NA
2021,"DHB","Southern","parity_summary","0",1625,3518,46.2,NA,NA
2021,"DHB","Southern","parity_summary","1",1188,3518,33.8,NA,NA
2021,"DHB","Southern","parity_summary","2",464,3518,13.2,NA,NA
2021,"DHB","Southern","parity_summary","3+",241,3518,6.9,NA,NA
2021,"DHB","Tairawhiti","parity_summary","0",231,741,31.2,NA,NA
2021,"DHB","Tairawhiti","parity_summary","1",221,741,29.8,NA,NA
2021,"DHB","Tairawhiti","parity_summary","2",160,741,21.6,NA,NA
2021,"DHB","Tairawhiti","parity_summary","3+",129,741,17.4,NA,NA
2021,"DHB","Taranaki","parity_summary","0",577,1569,36.8,NA,NA
2021,"DHB","Taranaki","parity_summary","1",522,1569,33.3,NA,NA
2021,"DHB","Taranaki","parity_summary","2",278,1569,17.7,NA,NA
2021,"DHB","Taranaki","parity_summary","3+",192,1569,12.2,NA,NA
2021,"DHB","Taranaki","parity_summary","Unknown",2,1569,NA,NA,NA
2021,"DHB","Unknown","parity_summary","0",84,380,NA,NA,NA
2021,"DHB","Unknown","parity_summary","1",121,380,NA,NA,NA
2021,"DHB","Unknown","parity_summary","2",84,380,NA,NA,NA
2021,"DHB","Unknown","parity_summary","3+",91,380,NA,NA,NA
2021,"DHB","Unknown","parity_summary","Unknown",16,380,NA,NA,NA
2021,"DHB","Waikato","parity_summary","0",2283,5855,39,NA,NA
2021,"DHB","Waikato","parity_summary","1",1904,5855,32.5,NA,NA
2021,"DHB","Waikato","parity_summary","2",964,5855,16.5,NA,NA
2021,"DHB","Waikato","parity_summary","3+",704,5855,12,NA,NA
2021,"DHB","Waikato","parity_summary","Unknown",2,5855,NA,NA,NA
2021,"DHB","Wairarapa","parity_summary","0",233,564,41.3,NA,NA
2021,"DHB","Wairarapa","parity_summary","1",177,564,31.4,NA,NA
2021,"DHB","Wairarapa","parity_summary","2",91,564,16.1,NA,NA
2021,"DHB","Wairarapa","parity_summary","3+",63,564,11.2,NA,NA
2021,"DHB","Waitemata","parity_summary","0",3624,7742,46.8,NA,NA
2021,"DHB","Waitemata","parity_summary","1",2687,7742,34.7,NA,NA
2021,"DHB","Waitemata","parity_summary","2",896,7742,11.6,NA,NA
2021,"DHB","Waitemata","parity_summary","3+",535,7742,6.9,NA,NA
2021,"DHB","Waitemata","parity_summary","Unknown",41,7742,NA,NA,NA
2021,"DHB","West Coast","parity_summary","0",105,336,31.2,NA,NA
2021,"DHB","West Coast","parity_summary","1",103,336,30.7,NA,NA
2021,"DHB","West Coast","parity_summary","2",64,336,19,NA,NA
2021,"DHB","West Coast","parity_summary","3+",64,336,19,NA,NA
2021,"DHB","Whanganui","parity_summary","0",263,792,33.2,NA,NA
2021,"DHB","Whanganui","parity_summary","1",253,792,31.9,NA,NA
2021,"DHB","Whanganui","parity_summary","2",141,792,17.8,NA,NA
2021,"DHB","Whanganui","parity_summary","3+",135,792,17,NA,NA
2022,"DHB","Auckland","parity_summary","0",2249,4483,50.2,NA,NA
2022,"DHB","Auckland","parity_summary","1",1386,4483,30.9,NA,NA
2022,"DHB","Auckland","parity_summary","2",472,4483,10.5,NA,NA
2022,"DHB","Auckland","parity_summary","3+",376,4483,8.4,NA,NA
2022,"DHB","Auckland","parity_summary","Unknown",7,4483,NA,NA,NA
2022,"DHB","Bay of Plenty","parity_summary","0",1281,3126,41,NA,NA
2022,"DHB","Bay of Plenty","parity_summary","1",1047,3126,33.5,NA,NA
2022,"DHB","Bay of Plenty","parity_summary","2",465,3126,14.9,NA,NA
2022,"DHB","Bay of Plenty","parity_summary","3+",333,3126,10.7,NA,NA
2022,"DHB","Canterbury","parity_summary","0",2940,6443,45.6,NA,NA
2022,"DHB","Canterbury","parity_summary","1",2158,6443,33.5,NA,NA
2022,"DHB","Canterbury","parity_summary","2",880,6443,13.7,NA,NA
2022,"DHB","Canterbury","parity_summary","3+",465,6443,7.2,NA,NA
2022,"DHB","Capital & Coast","parity_summary","0",1418,2858,49.6,NA,NA
2022,"DHB","Capital & Coast","parity_summary","1",911,2858,31.9,NA,NA
2022,"DHB","Capital & Coast","parity_summary","2",340,2858,11.9,NA,NA
2022,"DHB","Capital & Coast","parity_summary","3+",189,2858,6.6,NA,NA
2022,"DHB","Counties Manukau","parity_summary","0",2974,7704,38.6,NA,NA
2022,"DHB","Counties Manukau","parity_summary","1",2479,7704,32.2,NA,NA
2022,"DHB","Counties Manukau","parity_summary","2",1141,7704,14.8,NA,NA
2022,"DHB","Counties Manukau","parity_summary","3+",1110,7704,14.4,NA,NA
2022,"DHB","Counties Manukau","parity_summary","Unknown",19,7704,NA,NA,NA
2022,"DHB","Hawke's Bay","parity_summary","0",743,1953,38,NA,NA
2022,"DHB","Hawke's Bay","parity_summary","1",635,1953,32.5,NA,NA
2022,"DHB","Hawke's Bay","parity_summary","2",309,1953,15.8,NA,NA
2022,"DHB","Hawke's Bay","parity_summary","3+",266,1953,13.6,NA,NA
2022,"DHB","Hutt Valley","parity_summary","0",692,1593,43.4,NA,NA
2022,"DHB","Hutt Valley","parity_summary","1",540,1593,33.9,NA,NA
2022,"DHB","Hutt Valley","parity_summary","2",211,1593,13.2,NA,NA
2022,"DHB","Hutt Valley","parity_summary","3+",150,1593,9.4,NA,NA
2022,"DHB","Lakes","parity_summary","0",585,1546,37.8,NA,NA
2022,"DHB","Lakes","parity_summary","1",493,1546,31.9,NA,NA
2022,"DHB","Lakes","parity_summary","2",224,1546,14.5,NA,NA
2022,"DHB","Lakes","parity_summary","3+",244,1546,15.8,NA,NA
2022,"DHB","MidCentral","parity_summary","0",839,2083,40.3,NA,NA
2022,"DHB","MidCentral","parity_summary","1",663,2083,31.8,NA,NA
2022,"DHB","MidCentral","parity_summary","2",364,2083,17.5,NA,NA
2022,"DHB","MidCentral","parity_summary","3+",217,2083,10.4,NA,NA
2022,"DHB","Nelson Marlborough","parity_summary","0",512,1208,42.4,NA,NA
2022,"DHB","Nelson Marlborough","parity_summary","1",398,1208,32.9,NA,NA
2022,"DHB","Nelson Marlborough","parity_summary","2",204,1208,16.9,NA,NA
2022,"DHB","Nelson Marlborough","parity_summary","3+",94,1208,7.8,NA,NA
2022,"DHB","Northland","parity_summary","0",836,2283,36.6,NA,NA
2022,"DHB","Northland","parity_summary","1",665,2283,29.1,NA,NA
2022,"DHB","Northland","parity_summary","2",394,2283,17.3,NA,NA
2022,"DHB","Northland","parity_summary","3+",388,2283,17,NA,NA
2022,"DHB","Northland","parity_summary","Unknown",3,2283,NA,NA,NA
2022,"DHB","South Canterbury","parity_summary","0",239,568,42.1,NA,NA
2022,"DHB","South Canterbury","parity_summary","1",186,568,32.7,NA,NA
2022,"DHB","South Canterbury","parity_summary","2",83,568,14.6,NA,NA
2022,"DHB","South Canterbury","parity_summary","3+",60,568,10.6,NA,NA
2022,"DHB","Southern","parity_summary","0",1475,3301,44.7,NA,NA
2022,"DHB","Southern","parity_summary","1",1159,3301,35.1,NA,NA
2022,"DHB","Southern","parity_summary","2",445,3301,13.5,NA,NA
2022,"DHB","Southern","parity_summary","3+",222,3301,6.7,NA,NA
2022,"DHB","Tairawhiti","parity_summary","0",269,703,38.3,NA,NA
2022,"DHB","Tairawhiti","parity_summary","1",209,703,29.7,NA,NA
2022,"DHB","Tairawhiti","parity_summary","2",108,703,15.4,NA,NA
2022,"DHB","Tairawhiti","parity_summary","3+",117,703,16.6,NA,NA
2022,"DHB","Taranaki","parity_summary","0",523,1346,38.9,NA,NA
2022,"DHB","Taranaki","parity_summary","1",439,1346,32.6,NA,NA
2022,"DHB","Taranaki","parity_summary","2",233,1346,17.3,NA,NA
2022,"DHB","Taranaki","parity_summary","3+",151,1346,11.2,NA,NA
2022,"DHB","Unknown","parity_summary","0",126,589,NA,NA,NA
2022,"DHB","Unknown","parity_summary","1",224,589,NA,NA,NA
2022,"DHB","Unknown","parity_summary","2",131,589,NA,NA,NA
2022,"DHB","Unknown","parity_summary","3+",108,589,NA,NA,NA
2022,"DHB","Unknown","parity_summary","Unknown",17,589,NA,NA,NA
2022,"DHB","Waikato","parity_summary","0",2091,5307,39.4,NA,NA
2022,"DHB","Waikato","parity_summary","1",1772,5307,33.4,NA,NA
2022,"DHB","Waikato","parity_summary","2",784,5307,14.8,NA,NA
2022,"DHB","Waikato","parity_summary","3+",660,5307,12.4,NA,NA
2022,"DHB","Wairarapa","parity_summary","0",223,522,42.7,NA,NA
2022,"DHB","Wairarapa","parity_summary","1",183,522,35.1,NA,NA
2022,"DHB","Wairarapa","parity_summary","2",71,522,13.6,NA,NA
2022,"DHB","Wairarapa","parity_summary","3+",45,522,8.6,NA,NA
2022,"DHB","Waitemata","parity_summary","0",3346,7244,46.2,NA,NA
2022,"DHB","Waitemata","parity_summary","1",2568,7244,35.5,NA,NA
2022,"DHB","Waitemata","parity_summary","2",851,7244,11.7,NA,NA
2022,"DHB","Waitemata","parity_summary","3+",479,7244,6.6,NA,NA
2022,"DHB","Waitemata","parity_summary","Unknown",20,7244,NA,NA,NA
2022,"DHB","West Coast","parity_summary","0",98,293,33.4,NA,NA
2022,"DHB","West Coast","parity_summary","1",98,293,33.4,NA,NA
2022,"DHB","West Coast","parity_summary","2",49,293,16.7,NA,NA
2022,"DHB","West Coast","parity_summary","3+",48,293,16.4,NA,NA
2022,"DHB","Whanganui","parity_summary","0",286,770,37.1,NA,NA
2022,"DHB","Whanganui","parity_summary","1",228,770,29.6,NA,NA
2022,"DHB","Whanganui","parity_summary","2",137,770,17.8,NA,NA
2022,"DHB","Whanganui","parity_summary","3+",119,770,15.5,NA,NA
2008,"DHB","Auckland","parity_summary","total",6541,6541,100,NA,NA
2008,"DHB","Bay of Plenty","parity_summary","total",2961,2961,100,NA,NA
2008,"DHB","Canterbury","parity_summary","total",6511,6511,100,NA,NA
2008,"DHB","Capital & Coast","parity_summary","total",3943,3943,100,NA,NA
2008,"DHB","Counties Manukau","parity_summary","total",8068,8068,100,NA,NA
2008,"DHB","Hawke's Bay","parity_summary","total",2168,2168,100,NA,NA
2008,"DHB","Hutt Valley","parity_summary","total",2163,2163,100,NA,NA
2008,"DHB","Lakes","parity_summary","total",1664,1664,100,NA,NA
2008,"DHB","MidCentral","parity_summary","total",2259,2259,100,NA,NA
2008,"DHB","Nelson Marlborough","parity_summary","total",1381,1381,100,NA,NA
2008,"DHB","Northland","parity_summary","total",2051,2051,100,NA,NA
2008,"DHB","South Canterbury","parity_summary","total",614,614,100,NA,NA
2008,"DHB","Southern","parity_summary","total",3417,3417,100,NA,NA
2008,"DHB","Tairawhiti","parity_summary","total",834,834,100,NA,NA
2008,"DHB","Taranaki","parity_summary","total",1611,1611,100,NA,NA
2008,"DHB","Unknown","parity_summary","total",246,246,NA,NA,NA
2008,"DHB","Waikato","parity_summary","total",5180,5180,100,NA,NA
2008,"DHB","Wairarapa","parity_summary","total",423,423,100,NA,NA
2008,"DHB","Waitemata","parity_summary","total",6851,6851,100,NA,NA
2008,"DHB","West Coast","parity_summary","total",172,172,100,NA,NA
2008,"DHB","Whanganui","parity_summary","total",826,826,100,NA,NA
2009,"DHB","Auckland","parity_summary","total",6756,6756,100,NA,NA
2009,"DHB","Bay of Plenty","parity_summary","total",2977,2977,100,NA,NA
2009,"DHB","Canterbury","parity_summary","total",6456,6456,100,NA,NA
2009,"DHB","Capital & Coast","parity_summary","total",3893,3893,100,NA,NA
2009,"DHB","Counties Manukau","parity_summary","total",7965,7965,100,NA,NA
2009,"DHB","Hawke's Bay","parity_summary","total",2266,2266,100,NA,NA
2009,"DHB","Hutt Valley","parity_summary","total",2129,2129,100,NA,NA
2009,"DHB","Lakes","parity_summary","total",1636,1636,100,NA,NA
2009,"DHB","MidCentral","parity_summary","total",2173,2173,100,NA,NA
2009,"DHB","Nelson Marlborough","parity_summary","total",1253,1253,100,NA,NA
2009,"DHB","Northland","parity_summary","total",2143,2143,100,NA,NA
2009,"DHB","South Canterbury","parity_summary","total",652,652,100,NA,NA
2009,"DHB","Southern","parity_summary","total",3588,3588,100,NA,NA
2009,"DHB","Tairawhiti","parity_summary","total",756,756,100,NA,NA
2009,"DHB","Taranaki","parity_summary","total",1599,1599,100,NA,NA
2009,"DHB","Unknown","parity_summary","total",288,288,NA,NA,NA
2009,"DHB","Waikato","parity_summary","total",5050,5050,100,NA,NA
2009,"DHB","Wairarapa","parity_summary","total",471,471,100,NA,NA
2009,"DHB","Waitemata","parity_summary","total",7527,7527,100,NA,NA
2009,"DHB","West Coast","parity_summary","total",158,158,100,NA,NA
2009,"DHB","Whanganui","parity_summary","total",822,822,100,NA,NA
2010,"DHB","Auckland","parity_summary","total",6675,6675,100,NA,NA
2010,"DHB","Bay of Plenty","parity_summary","total",3008,3008,100,NA,NA
2010,"DHB","Canterbury","parity_summary","total",6581,6581,100,NA,NA
2010,"DHB","Capital & Coast","parity_summary","total",3845,3845,100,NA,NA
2010,"DHB","Counties Manukau","parity_summary","total",8165,8165,100,NA,NA
2010,"DHB","Hawke's Bay","parity_summary","total",2233,2233,100,NA,NA
2010,"DHB","Hutt Valley","parity_summary","total",2064,2064,100,NA,NA
2010,"DHB","Lakes","parity_summary","total",1576,1576,100,NA,NA
2010,"DHB","MidCentral","parity_summary","total",2319,2319,100,NA,NA
2010,"DHB","Nelson Marlborough","parity_summary","total",1327,1327,100,NA,NA
2010,"DHB","Northland","parity_summary","total",2325,2325,100,NA,NA
2010,"DHB","South Canterbury","parity_summary","total",652,652,100,NA,NA
2010,"DHB","Southern","parity_summary","total",3598,3598,100,NA,NA
2010,"DHB","Tairawhiti","parity_summary","total",754,754,100,NA,NA
2010,"DHB","Taranaki","parity_summary","total",1571,1571,100,NA,NA
2010,"DHB","Unknown","parity_summary","total",220,220,NA,NA,NA
2010,"DHB","Waikato","parity_summary","total",5167,5167,100,NA,NA
2010,"DHB","Wairarapa","parity_summary","total",494,494,100,NA,NA
2010,"DHB","Waitemata","parity_summary","total",7739,7739,100,NA,NA
2010,"DHB","West Coast","parity_summary","total",140,140,100,NA,NA
2010,"DHB","Whanganui","parity_summary","total",807,807,100,NA,NA
2011,"DHB","Auckland","parity_summary","total",6497,6497,100,NA,NA
2011,"DHB","Bay of Plenty","parity_summary","total",2856,2856,100,NA,NA
2011,"DHB","Canterbury","parity_summary","total",5980,5980,100,NA,NA
2011,"DHB","Capital & Coast","parity_summary","total",3729,3729,100,NA,NA
2011,"DHB","Counties Manukau","parity_summary","total",8253,8253,100,NA,NA
2011,"DHB","Hawke's Bay","parity_summary","total",2172,2172,100,NA,NA
2011,"DHB","Hutt Valley","parity_summary","total",1973,1973,100,NA,NA
2011,"DHB","Lakes","parity_summary","total",1565,1565,100,NA,NA
2011,"DHB","MidCentral","parity_summary","total",2241,2241,100,NA,NA
2011,"DHB","Nelson Marlborough","parity_summary","total",1390,1390,100,NA,NA
2011,"DHB","Northland","parity_summary","total",2205,2205,100,NA,NA
2011,"DHB","South Canterbury","parity_summary","total",570,570,100,NA,NA
2011,"DHB","Southern","parity_summary","total",3632,3632,100,NA,NA
2011,"DHB","Tairawhiti","parity_summary","total",734,734,100,NA,NA
2011,"DHB","Taranaki","parity_summary","total",1535,1535,100,NA,NA
2011,"DHB","Unknown","parity_summary","total",214,214,NA,NA,NA
2011,"DHB","Waikato","parity_summary","total",4995,4995,100,NA,NA
2011,"DHB","Wairarapa","parity_summary","total",517,517,100,NA,NA
2011,"DHB","Waitemata","parity_summary","total",7781,7781,100,NA,NA
2011,"DHB","West Coast","parity_summary","total",146,146,100,NA,NA
2011,"DHB","Whanganui","parity_summary","total",716,716,100,NA,NA
2012,"DHB","Auckland","parity_summary","total",6654,6654,100,NA,NA
2012,"DHB","Bay of Plenty","parity_summary","total",2968,2968,100,NA,NA
2012,"DHB","Canterbury","parity_summary","total",5985,5985,100,NA,NA
2012,"DHB","Capital & Coast","parity_summary","total",3678,3678,100,NA,NA
2012,"DHB","Counties Manukau","parity_summary","total",8264,8264,100,NA,NA
2012,"DHB","Hawke's Bay","parity_summary","total",2198,2198,100,NA,NA
2012,"DHB","Hutt Valley","parity_summary","total",1931,1931,100,NA,NA
2012,"DHB","Lakes","parity_summary","total",1540,1540,100,NA,NA
2012,"DHB","MidCentral","parity_summary","total",2118,2118,100,NA,NA
2012,"DHB","Nelson Marlborough","parity_summary","total",1325,1325,100,NA,NA
2012,"DHB","Northland","parity_summary","total",2233,2233,100,NA,NA
2012,"DHB","South Canterbury","parity_summary","total",648,648,100,NA,NA
2012,"DHB","Southern","parity_summary","total",3538,3538,100,NA,NA
2012,"DHB","Tairawhiti","parity_summary","total",731,731,100,NA,NA
2012,"DHB","Taranaki","parity_summary","total",1540,1540,100,NA,NA
2012,"DHB","Unknown","parity_summary","total",212,212,NA,NA,NA
2012,"DHB","Waikato","parity_summary","total",5158,5158,100,NA,NA
2012,"DHB","Wairarapa","parity_summary","total",504,504,100,NA,NA
