"birth_year","group","DHB","category","sub_category","number","denominator","percent","population","rate"
2022,"DHB","Nelson Marlborough","agegrp1","40+",55,1387,4,4800,11.5
2022,"DHB","Nelson Marlborough","agegrp1","<20",46,1387,3.3,4260,10.8
2022,"DHB","Northland","agegrp1","20-24",460,2366,19.4,4250,108.2
2022,"DHB","Northland","agegrp1","25-29",639,2366,27,5050,126.5
2022,"DHB","Northland","agegrp1","30-34",714,2366,30.2,6150,116.1
2022,"DHB","Northland","agegrp1","35-39",356,2366,15,5620,63.3
2022,"DHB","Northland","agegrp1","40+",79,2366,3.3,5170,15.3
2022,"DHB","Northland","agegrp1","<20",118,2366,5,5620,21
2022,"DHB","South Canterbury","agegrp1","20-24",82,578,14.2,1220,67.2
2022,"DHB","South Canterbury","agegrp1","25-29",154,578,26.6,1650,93.3
2022,"DHB","South Canterbury","agegrp1","30-34",220,578,38.1,2060,106.8
2022,"DHB","South Canterbury","agegrp1","35-39",89,578,15.4,1700,52.4
2022,"DHB","South Canterbury","agegrp1","40+",23,578,4,1680,13.7
2022,"DHB","South Canterbury","agegrp1","<20",10,578,1.7,1530,6.5
2022,"DHB","Southern","agegrp1","20-24",397,3319,12,12680,31.3
2022,"DHB","Southern","agegrp1","25-29",827,3319,24.9,11270,73.4
2022,"DHB","Southern","agegrp1","30-34",1217,3319,36.7,12880,94.5
2022,"DHB","Southern","agegrp1","35-39",653,3319,19.7,11480,56.9
2022,"DHB","Southern","agegrp1","40+",145,3319,4.4,10480,13.8
2022,"DHB","Southern","agegrp1","<20",80,3319,2.4,12270,6.5
2022,"DHB","Tairawhiti","agegrp1","20-24",157,715,22,1320,118.9
2022,"DHB","Tairawhiti","agegrp1","25-29",184,715,25.7,1480,124.3
2022,"DHB","Tairawhiti","agegrp1","30-34",188,715,26.3,1770,106.2
2022,"DHB","Tairawhiti","agegrp1","35-39",94,715,13.1,1580,59.5
2022,"DHB","Tairawhiti","agegrp1","40+",32,715,4.5,1490,21.5
2022,"DHB","Tairawhiti","agegrp1","<20",60,715,8.4,1600,37.5
2022,"DHB","Taranaki","agegrp1","20-24",221,1397,15.8,2900,76.2
2022,"DHB","Taranaki","agegrp1","25-29",370,1397,26.5,3340,110.8
2022,"DHB","Taranaki","agegrp1","30-34",489,1397,35,4240,115.3
2022,"DHB","Taranaki","agegrp1","35-39",225,1397,16.1,4160,54.1
2022,"DHB","Taranaki","agegrp1","40+",46,1397,3.3,3840,12
2022,"DHB","Taranaki","agegrp1","<20",46,1397,3.3,3510,13.1
2022,"DHB","Unknown","agegrp1","20-24",92,694,NA,NA,NA
2022,"DHB","Unknown","agegrp1","25-29",177,694,NA,NA,NA
2022,"DHB","Unknown","agegrp1","30-34",238,694,NA,NA,NA
2022,"DHB","Unknown","agegrp1","35-39",119,694,NA,NA,NA
2022,"DHB","Unknown","agegrp1","40+",48,694,NA,NA,NA
2022,"DHB","Unknown","agegrp1","<20",20,694,NA,NA,NA
2022,"DHB","Waikato","agegrp1","20-24",919,5411,17,13360,68.8
2022,"DHB","Waikato","agegrp1","25-29",1536,5411,28.4,14240,107.9
2022,"DHB","Waikato","agegrp1","30-34",1784,5411,33,16440,108.5
2022,"DHB","Waikato","agegrp1","35-39",786,5411,14.5,14680,53.5
2022,"DHB","Waikato","agegrp1","40+",175,5411,3.2,13220,13.2
2022,"DHB","Waikato","agegrp1","<20",211,5411,3.9,13900,15.2
2022,"DHB","Wairarapa","agegrp1","20-24",95,525,18.1,1130,84.1
2022,"DHB","Wairarapa","agegrp1","25-29",179,525,34.1,1180,151.7
2022,"DHB","Wairarapa","agegrp1","30-34",154,525,29.3,1450,106.2
2022,"DHB","Wairarapa","agegrp1","35-39",63,525,12,1320,47.7
2022,"DHB","Wairarapa","agegrp1","40+",11,525,2.1,1450,7.6
2022,"DHB","Wairarapa","agegrp1","<20",23,525,4.4,1370,16.8
2022,"DHB","Waitemata","agegrp1","20-24",591,7353,8,18400,32.1
2022,"DHB","Waitemata","agegrp1","25-29",1733,7353,23.6,20260,85.5
2022,"DHB","Waitemata","agegrp1","30-34",2872,7353,39.1,24960,115.1
2022,"DHB","Waitemata","agegrp1","35-39",1664,7353,22.6,24980,66.6
2022,"DHB","Waitemata","agegrp1","40+",373,7353,5.1,22510,16.6
2022,"DHB","Waitemata","agegrp1","<20",120,7353,1.6,18040,6.7
2022,"DHB","West Coast","agegrp1","20-24",46,294,15.6,650,70.8
2022,"DHB","West Coast","agegrp1","25-29",81,294,27.6,870,93.1
2022,"DHB","West Coast","agegrp1","30-34",109,294,37.1,1070,101.9
2022,"DHB","West Coast","agegrp1","35-39",43,294,14.6,860,50
2022,"DHB","West Coast","agegrp1","40+",12,294,4.1,780,15.4
2022,"DHB","West Coast","agegrp1","<20",3,294,1,720,4.2
2022,"DHB","Whanganui","agegrp1","20-24",154,814,18.9,1720,89.5
2022,"DHB","Whanganui","agegrp1","25-29",247,814,30.3,2030,121.7
2022,"DHB","Whanganui","agegrp1","30-34",226,814,27.8,2170,104.1
2022,"DHB","Whanganui","agegrp1","35-39",115,814,14.1,1960,58.7
2022,"DHB","Whanganui","agegrp1","40+",23,814,2.8,1790,12.8
2022,"DHB","Whanganui","agegrp1","<20",49,814,6,1970,24.9
2008,"DHB","Auckland","depquin","1",771,6683,11.5,16870,45.7
2008,"DHB","Auckland","depquin","2",1256,6683,18.8,22795,55.1
2008,"DHB","Auckland","depquin","3",1445,6683,21.6,27671,52.2
2008,"DHB","Auckland","depquin","4",1357,6683,20.3,22674,59.8
2008,"DHB","Auckland","depquin","5",1854,6683,27.7,20340,91.2
2008,"DHB","Auckland","depquin",NA,1,6683,NA,NA,NA
2008,"DHB","Bay of Plenty","depquin","1",105,2974,3.5,5602,18.7
2008,"DHB","Bay of Plenty","depquin","2",530,2974,17.8,6780,78.2
2008,"DHB","Bay of Plenty","depquin","3",594,2974,20,7741,76.7
2008,"DHB","Bay of Plenty","depquin","4",883,2974,29.7,9161,96.4
2008,"DHB","Bay of Plenty","depquin","5",862,2974,29,9145,94.3
2008,"DHB","Canterbury","depquin","1",1389,6650,20.9,27076,51.3
2008,"DHB","Canterbury","depquin","2",1357,6650,20.4,21671,62.6
2008,"DHB","Canterbury","depquin","3",1139,6650,17.1,21265,53.6
2008,"DHB","Canterbury","depquin","4",1748,6650,26.3,21731,80.4
2008,"DHB","Canterbury","depquin","5",1017,6650,15.3,12607,80.7
2008,"DHB","Canterbury","depquin",NA,1,6650,NA,NA,NA
2008,"DHB","Capital & Coast","depquin","1",1200,4074,29.5,19109,62.8
2008,"DHB","Capital & Coast","depquin","2",676,4074,16.6,16397,41.2
2008,"DHB","Capital & Coast","depquin","3",996,4074,24.4,15291,65.1
2008,"DHB","Capital & Coast","depquin","4",205,4074,5,10098,20.3
2008,"DHB","Capital & Coast","depquin","5",997,4074,24.5,8126,122.7
2008,"DHB","Capital & Coast","depquin",NA,4,4074,NA,NA,NA
2008,"DHB","Counties Manukau","depquin","1",936,8828,10.6,13440,69.6
2008,"DHB","Counties Manukau","depquin","2",542,8828,6.1,16176,33.5
2008,"DHB","Counties Manukau","depquin","3",1165,8828,13.2,15730,74.1
2008,"DHB","Counties Manukau","depquin","4",822,8828,9.3,18279,45
2008,"DHB","Counties Manukau","depquin","5",5363,8828,60.7,40825,131.4
2008,"DHB","Counties Manukau","depquin",NA,3,8828,NA,NA,NA
2008,"DHB","Hawke's Bay","depquin","1",156,2360,6.6,3862,40.4
2008,"DHB","Hawke's Bay","depquin","2",315,2360,13.3,3862,81.6
2008,"DHB","Hawke's Bay","depquin","3",191,2360,8.1,5050,37.8
2008,"DHB","Hawke's Bay","depquin","4",690,2360,29.2,6957,99.2
2008,"DHB","Hawke's Bay","depquin","5",1008,2360,42.7,9659,104.4
2008,"DHB","Hutt Valley","depquin","1",381,2252,16.9,6787,56.1
2008,"DHB","Hutt Valley","depquin","2",130,2252,5.8,4404,29.5
2008,"DHB","Hutt Valley","depquin","3",317,2252,14.1,5349,59.3
2008,"DHB","Hutt Valley","depquin","4",856,2252,38,6752,126.8
2008,"DHB","Hutt Valley","depquin","5",568,2252,25.2,6638,85.6
2008,"DHB","Lakes","depquin","1",190,1745,10.9,2110,90
2008,"DHB","Lakes","depquin","2",148,1745,8.5,2796,52.9
2008,"DHB","Lakes","depquin","3",284,1745,16.3,2824,100.6
2008,"DHB","Lakes","depquin","4",345,1745,19.8,4805,71.8
2008,"DHB","Lakes","depquin","5",778,1745,44.6,7905,98.4
2008,"DHB","MidCentral","depquin","1",162,2363,6.9,3802,42.6
2008,"DHB","MidCentral","depquin","2",293,2363,12.4,5085,57.6
2008,"DHB","MidCentral","depquin","3",512,2363,21.7,6386,80.2
2008,"DHB","MidCentral","depquin","4",573,2363,24.2,9151,62.6
2008,"DHB","MidCentral","depquin","5",823,2363,34.8,9416,87.4
2008,"DHB","Nelson Marlborough","depquin","1",155,1738,8.9,4334,35.8
2008,"DHB","Nelson Marlborough","depquin","2",502,1738,28.9,5286,95
2008,"DHB","Nelson Marlborough","depquin","3",346,1738,19.9,6351,54.5
2008,"DHB","Nelson Marlborough","depquin","4",620,1738,35.7,5940,104.4
2008,"DHB","Nelson Marlborough","depquin","5",115,1738,6.6,2938,39.1
2008,"DHB","Northland","depquin","1",55,2284,2.4,1812,30.4
2008,"DHB","Northland","depquin","2",218,2284,9.5,2770,78.7
2008,"DHB","Northland","depquin","3",377,2284,16.5,4582,82.3
2008,"DHB","Northland","depquin","4",550,2284,24.1,6122,89.8
2008,"DHB","Northland","depquin","5",1084,2284,47.5,12844,84.4
2008,"DHB","South Canterbury","depquin","1",53,662,8,1222,43.4
2008,"DHB","South Canterbury","depquin","2",108,662,16.3,2340,46.2
2008,"DHB","South Canterbury","depquin","3",201,662,30.4,2565,78.4
2008,"DHB","South Canterbury","depquin","4",248,662,37.5,2187,113.4
2008,"DHB","South Canterbury","depquin","5",52,662,7.9,1216,42.8
2008,"DHB","South Canterbury","depquin",NA,7,662,NA,NA,NA
2008,"DHB","Southern","depquin","1",725,3709,19.5,12930,56.1
2008,"DHB","Southern","depquin","2",834,3709,22.5,13130,63.5
2008,"DHB","Southern","depquin","3",803,3709,21.7,11586,69.3
2008,"DHB","Southern","depquin","4",898,3709,24.2,14665,61.2
2008,"DHB","Southern","depquin","5",449,3709,12.1,10859,41.3
2008,"DHB","Southern","depquin",NA,6,3709,NA,NA,NA
2008,"DHB","Tairawhiti","depquin","1",28,845,3.3,576,48.6
2008,"DHB","Tairawhiti","depquin","2",66,845,7.8,706,93.5
2008,"DHB","Tairawhiti","depquin","3",79,845,9.3,1051,75.2
2008,"DHB","Tairawhiti","depquin","4",30,845,3.6,1932,15.5
2008,"DHB","Tairawhiti","depquin","5",642,845,76,4824,133.1
2008,"DHB","Taranaki","depquin","1",81,1633,5,2407,33.7
2008,"DHB","Taranaki","depquin","2",146,1633,8.9,3063,47.7
2008,"DHB","Taranaki","depquin","3",421,1633,25.8,4629,90.9
2008,"DHB","Taranaki","depquin","4",756,1633,46.3,5804,130.3
2008,"DHB","Taranaki","depquin","5",229,1633,14,4957,46.2
2008,"DHB","Unknown","depquin",NA,484,NA,NA,NA,NA
2008,"DHB","Waikato","depquin","1",558,5676,9.8,8672,64.3
2008,"DHB","Waikato","depquin","2",595,5676,10.5,10927,54.5
2008,"DHB","Waikato","depquin","3",1161,5676,20.5,13344,87
2008,"DHB","Waikato","depquin","4",1543,5676,27.2,18745,82.3
2008,"DHB","Waikato","depquin","5",1819,5676,32,22352,81.4
2008,"DHB","Waikato","depquin",NA,2,5676,NA,NA,NA
2008,"DHB","Wairarapa","depquin","1",33,512,6.4,923,35.8
2008,"DHB","Wairarapa","depquin","2",71,512,13.9,1301,54.6
2008,"DHB","Wairarapa","depquin","3",58,512,11.3,1421,40.8
2008,"DHB","Wairarapa","depquin","4",245,512,47.9,2049,119.6
2008,"DHB","Wairarapa","depquin","5",105,512,20.5,1296,81
2008,"DHB","Waitemata","depquin","1",1619,7738,20.9,25784,62.8
2008,"DHB","Waitemata","depquin","2",1503,7738,19.4,29481,51
2008,"DHB","Waitemata","depquin","3",1608,7738,20.8,25546,62.9
2008,"DHB","Waitemata","depquin","4",2412,7738,31.2,21480,112.3
2008,"DHB","Waitemata","depquin","5",596,7738,7.7,11630,51.2
2008,"DHB","Waitemata","depquin",NA,52,7738,NA,NA,NA
2008,"DHB","West Coast","depquin","1",31,433,7.2,444,69.8
2008,"DHB","West Coast","depquin","2",47,433,10.9,347,135.4
2008,"DHB","West Coast","depquin","3",82,433,18.9,1717,47.8
2008,"DHB","West Coast","depquin","4",122,433,28.2,2130,57.3
2008,"DHB","West Coast","depquin","5",151,433,34.9,1412,106.9
2008,"DHB","West Coast","depquin",NA,1,433,NA,NA,NA
2008,"DHB","Whanganui","depquin","1",37,915,4,499,74.1
2008,"DHB","Whanganui","depquin","2",91,915,9.9,1009,90.2
2008,"DHB","Whanganui","depquin","3",84,915,9.2,2111,39.8
2008,"DHB","Whanganui","depquin","4",305,915,33.3,2860,106.6
2008,"DHB","Whanganui","depquin","5",398,915,43.5,5151,77.3
2009,"DHB","Auckland","depquin","1",815,6849,11.9,16921,48.2
2009,"DHB","Auckland","depquin","2",1266,6849,18.5,22839,55.4
2009,"DHB","Auckland","depquin","3",1503,6849,21.9,27719,54.2
2009,"DHB","Auckland","depquin","4",1453,6849,21.2,22713,64
2009,"DHB","Auckland","depquin","5",1812,6849,26.5,20398,88.8
2009,"DHB","Bay of Plenty","depquin","1",68,2996,2.3,5608,12.1
2009,"DHB","Bay of Plenty","depquin","2",473,2996,15.8,6789,69.7
2009,"DHB","Bay of Plenty","depquin","3",659,2996,22,7761,84.9
2009,"DHB","Bay of Plenty","depquin","4",884,2996,29.5,9189,96.2
2009,"DHB","Bay of Plenty","depquin","5",912,2996,30.4,9183,99.3
2009,"DHB","Canterbury","depquin","1",1429,6557,21.8,27053,52.8
2009,"DHB","Canterbury","depquin","2",1378,6557,21,21657,63.6
2009,"DHB","Canterbury","depquin","3",1081,6557,16.5,21253,50.9
2009,"DHB","Canterbury","depquin","4",1612,6557,24.6,21724,74.2
2009,"DHB","Canterbury","depquin","5",1057,6557,16.1,12603,83.9
2009,"DHB","Canterbury","depquin",NA,1,6557,NA,NA,NA
2009,"DHB","Capital & Coast","depquin","1",1201,4055,29.6,19108,62.9
2009,"DHB","Capital & Coast","depquin","2",703,4055,17.3,16389,42.9
2009,"DHB","Capital & Coast","depquin","3",993,4055,24.5,15290,64.9
2009,"DHB","Capital & Coast","depquin","4",223,4055,5.5,10102,22.1
2009,"DHB","Capital & Coast","depquin","5",935,4055,23.1,8131,115
2009,"DHB","Capital & Coast","depquin",NA,1,4055,NA,NA,NA
2009,"DHB","Counties Manukau","depquin","1",1019,8612,11.8,13489,75.5
2009,"DHB","Counties Manukau","depquin","2",459,8612,5.3,16232,28.3
2009,"DHB","Counties Manukau","depquin","3",1119,8612,13,15786,70.9
2009,"DHB","Counties Manukau","depquin","4",833,8612,9.7,18351,45.4
2009,"DHB","Counties Manukau","depquin","5",5182,8612,60.2,41041,126.3
2009,"DHB","Hawke's Bay","depquin","1",163,2441,6.7,3817,42.7
2009,"DHB","Hawke's Bay","depquin","2",374,2441,15.3,3821,97.9
2009,"DHB","Hawke's Bay","depquin","3",256,2441,10.5,5001,51.2
2009,"DHB","Hawke's Bay","depquin","4",656,2441,26.9,6895,95.1
2009,"DHB","Hawke's Bay","depquin","5",992,2441,40.6,9586,103.5
2009,"DHB","Hutt Valley","depquin","1",389,2235,17.4,6740,57.7
2009,"DHB","Hutt Valley","depquin","2",124,2235,5.5,4377,28.3
2009,"DHB","Hutt Valley","depquin","3",367,2235,16.4,5319,69
2009,"DHB","Hutt Valley","depquin","4",784,2235,35.1,6720,116.7
2009,"DHB","Hutt Valley","depquin","5",571,2235,25.5,6604,86.5
2009,"DHB","Lakes","depquin","1",203,1683,12.1,2083,97.5
2009,"DHB","Lakes","depquin","2",175,1683,10.4,2762,63.4
2009,"DHB","Lakes","depquin","3",289,1683,17.2,2790,103.6
2009,"DHB","Lakes","depquin","4",332,1683,19.7,4753,69.9
2009,"DHB","Lakes","depquin","5",684,1683,40.6,7822,87.4
2009,"DHB","MidCentral","depquin","1",153,2211,6.9,3774,40.5
2009,"DHB","MidCentral","depquin","2",296,2211,13.4,5051,58.6
2009,"DHB","MidCentral","depquin","3",476,2211,21.5,6350,75
2009,"DHB","MidCentral","depquin","4",572,2211,25.9,9104,62.8
2009,"DHB","MidCentral","depquin","5",714,2211,32.3,9371,76.2
2009,"DHB","Nelson Marlborough","depquin","1",158,1696,9.3,4301,36.7
2009,"DHB","Nelson Marlborough","depquin","2",465,1696,27.4,5251,88.6
2009,"DHB","Nelson Marlborough","depquin","3",396,1696,23.3,6309,62.8
2009,"DHB","Nelson Marlborough","depquin","4",563,1696,33.2,5906,95.3
2009,"DHB","Nelson Marlborough","depquin","5",114,1696,6.7,2924,39
2009,"DHB","Northland","depquin","1",69,2311,3,1809,38.1
2009,"DHB","Northland","depquin","2",196,2311,8.5,2768,70.8
2009,"DHB","Northland","depquin","3",338,2311,14.6,4582,73.8
2009,"DHB","Northland","depquin","4",611,2311,26.4,6125,99.8
2009,"DHB","Northland","depquin","5",1097,2311,47.5,12876,85.2
2009,"DHB","Northland","depquin",NA,1,2311,NA,NA,NA
2009,"DHB","South Canterbury","depquin","1",61,660,9.2,1210,50.4
2009,"DHB","South Canterbury","depquin","2",113,660,17.1,2318,48.7
2009,"DHB","South Canterbury","depquin","3",199,660,30.2,2547,78.1
2009,"DHB","South Canterbury","depquin","4",240,660,36.4,2174,110.4
2009,"DHB","South Canterbury","depquin","5",47,660,7.1,1210,38.8
2009,"DHB","South Canterbury","depquin",NA,1,660,NA,NA,NA
2009,"DHB","Southern","depquin","1",839,3757,22.3,12837,65.4
2009,"DHB","Southern","depquin","2",831,3757,22.1,13045,63.7
2009,"DHB","Southern","depquin","3",788,3757,21,11516,68.4
2009,"DHB","Southern","depquin","4",882,3757,23.5,14599,60.4
2009,"DHB","Southern","depquin","5",417,3757,11.1,10822,38.5
2009,"DHB","Tairawhiti","depquin","1",17,764,2.2,575,29.6
2009,"DHB","Tairawhiti","depquin","2",57,764,7.5,703,81.1
2009,"DHB","Tairawhiti","depquin","3",88,764,11.5,1050,83.8
2009,"DHB","Tairawhiti","depquin","4",41,764,5.4,1927,21.3
2009,"DHB","Tairawhiti","depquin","5",561,764,73.4,4814,116.5
2009,"DHB","Taranaki","depquin","1",114,1630,7,2405,47.4
2009,"DHB","Taranaki","depquin","2",152,1630,9.3,3061,49.7
2009,"DHB","Taranaki","depquin","3",440,1630,27,4633,95
2009,"DHB","Taranaki","depquin","4",686,1630,42.1,5816,118
2009,"DHB","Taranaki","depquin","5",238,1630,14.6,4966,47.9
2009,"DHB","Taranaki","depquin",NA,1,1630,NA,NA,NA
2009,"DHB","Unknown","depquin",NA,475,NA,NA,NA,NA
2009,"DHB","Waikato","depquin","1",557,5558,10,8659,64.3
2009,"DHB","Waikato","depquin","2",553,5558,9.9,10922,50.6
2009,"DHB","Waikato","depquin","3",1116,5558,20.1,13350,83.6
2009,"DHB","Waikato","depquin","4",1547,5558,27.8,18764,82.4
2009,"DHB","Waikato","depquin","5",1785,5558,32.1,22395,79.7
2009,"DHB","Wairarapa","depquin","1",40,543,7.4,923,43.3
2009,"DHB","Wairarapa","depquin","2",63,543,11.6,1303,48.3
2009,"DHB","Wairarapa","depquin","3",58,543,10.7,1425,40.7
2009,"DHB","Wairarapa","depquin","4",265,543,48.8,2057,128.8
2009,"DHB","Wairarapa","depquin","5",117,543,21.5,1302,89.9
2009,"DHB","Wairarapa","depquin",NA,1,543,NA,NA,NA
2009,"DHB","Waitemata","depquin","1",1588,7841,20.3,25866,61.4
2009,"DHB","Waitemata","depquin","2",1604,7841,20.5,29579,54.2
2009,"DHB","Waitemata","depquin","3",1620,7841,20.7,25629,63.2
2009,"DHB","Waitemata","depquin","4",2382,7841,30.4,21554,110.5
2009,"DHB","Waitemata","depquin","5",647,7841,8.3,11682,55.4
2009,"DHB","Waitemata","depquin",NA,2,7841,NA,NA,NA
2009,"DHB","West Coast","depquin","1",31,429,7.2,440,70.5
2009,"DHB","West Coast","depquin","2",47,429,11,345,136.2
2009,"DHB","West Coast","depquin","3",94,429,21.9,1708,55
2009,"DHB","West Coast","depquin","4",116,429,27,2113,54.9
2009,"DHB","West Coast","depquin","5",141,429,32.9,1404,100.4
2009,"DHB","Whanganui","depquin","1",47,930,5.1,488,96.3
2009,"DHB","Whanganui","depquin","2",90,930,9.7,992,90.7
2009,"DHB","Whanganui","depquin","3",71,930,7.6,2077,34.2
2009,"DHB","Whanganui","depquin","4",334,930,35.9,2821,118.4
2009,"DHB","Whanganui","depquin","5",388,930,41.7,5093,76.2
2010,"DHB","Auckland","depquin","1",795,6778,11.7,16998,46.8
2010,"DHB","Auckland","depquin","2",1291,6778,19,22936,56.3
2010,"DHB","Auckland","depquin","3",1420,6778,21,27842,51
2010,"DHB","Auckland","depquin","4",1430,6778,21.1,22823,62.7
2010,"DHB","Auckland","depquin","5",1842,6778,27.2,20511,89.8
2010,"DHB","Bay of Plenty","depquin","1",69,3024,2.3,5626,12.3
2010,"DHB","Bay of Plenty","depquin","2",512,3024,16.9,6810,75.2
2010,"DHB","Bay of Plenty","depquin","3",608,3024,20.1,7794,78
2010,"DHB","Bay of Plenty","depquin","4",899,3024,29.7,9229,97.4
2010,"DHB","Bay of Plenty","depquin","5",936,3024,31,9231,101.4
2010,"DHB","Canterbury","depquin","1",1467,6691,21.9,27065,54.2
2010,"DHB","Canterbury","depquin","2",1457,6691,21.8,21678,67.2
2010,"DHB","Canterbury","depquin","3",1079,6691,16.1,21284,50.7
2010,"DHB","Canterbury","depquin","4",1638,6691,24.5,21765,75.3
2010,"DHB","Canterbury","depquin","5",1050,6691,15.7,12628,83.1
2010,"DHB","Capital & Coast","depquin","1",1177,3988,29.5,19114,61.6
2010,"DHB","Capital & Coast","depquin","2",698,3988,17.5,16388,42.6
2010,"DHB","Capital & Coast","depquin","3",1008,3988,25.3,15306,65.9
2010,"DHB","Capital & Coast","depquin","4",213,3988,5.3,10122,21
2010,"DHB","Capital & Coast","depquin","5",892,3988,22.4,8140,109.6
2010,"DHB","Counties Manukau","depquin","1",1074,8805,12.2,13554,79.2
2010,"DHB","Counties Manukau","depquin","2",509,8805,5.8,16316,31.2
2010,"DHB","Counties Manukau","depquin","3",1137,8805,12.9,15876,71.6
2010,"DHB","Counties Manukau","depquin","4",807,8805,9.2,18473,43.7
2010,"DHB","Counties Manukau","depquin","5",5278,8805,59.9,41380,127.5
2010,"DHB","Hawke's Bay","depquin","1",197,2342,8.4,3797,51.9
2010,"DHB","Hawke's Bay","depquin","2",334,2342,14.3,3806,87.8
2010,"DHB","Hawke's Bay","depquin","3",264,2342,11.3,4984,53
2010,"DHB","Hawke's Bay","depquin","4",582,2342,24.9,6880,84.6
2010,"DHB","Hawke's Bay","depquin","5",965,2342,41.2,9572,100.8
2010,"DHB","Hutt Valley","depquin","1",379,2158,17.6,6731,56.3
2010,"DHB","Hutt Valley","depquin","2",108,2158,5,4373,24.7
2010,"DHB","Hutt Valley","depquin","3",358,2158,16.6,5315,67.4
2010,"DHB","Hutt Valley","depquin","4",751,2158,34.8,6718,111.8
2010,"DHB","Hutt Valley","depquin","5",562,2158,26,6604,85.1
2010,"DHB","Lakes","depquin","1",172,1615,10.7,2067,83.2
2010,"DHB","Lakes","depquin","2",134,1615,8.3,2745,48.8
2010,"DHB","Lakes","depquin","3",240,1615,14.9,2774,86.5
2010,"DHB","Lakes","depquin","4",329,1615,20.4,4731,69.5
2010,"DHB","Lakes","depquin","5",740,1615,45.8,7793,95
2010,"DHB","MidCentral","depquin","1",164,2352,7,3765,43.6
2010,"DHB","MidCentral","depquin","2",330,2352,14,5042,65.5
2010,"DHB","MidCentral","depquin","3",516,2352,21.9,6345,81.3
2010,"DHB","MidCentral","depquin","4",553,2352,23.5,9104,60.7
2010,"DHB","MidCentral","depquin","5",789,2352,33.5,9374,84.2
2010,"DHB","Nelson Marlborough","depquin","1",173,1705,10.1,4273,40.5
2010,"DHB","Nelson Marlborough","depquin","2",430,1705,25.2,5220,82.4
2010,"DHB","Nelson Marlborough","depquin","3",394,1705,23.1,6269,62.8
2010,"DHB","Nelson Marlborough","depquin","4",578,1705,33.9,5875,98.4
2010,"DHB","Nelson Marlborough","depquin","5",130,1705,7.6,2913,44.6
2010,"DHB","Nelson Marlborough","depquin",NA,1,1705,NA,NA,NA
2010,"DHB","Northland","depquin","1",61,2479,2.5,1802,33.9
2010,"DHB","Northland","depquin","2",240,2479,9.7,2762,86.9
2010,"DHB","Northland","depquin","3",405,2479,16.3,4574,88.5
2010,"DHB","Northland","depquin","4",639,2479,25.8,6123,104.4
2010,"DHB","Northland","depquin","5",1134,2479,45.7,12899,87.9
2010,"DHB","South Canterbury","depquin","1",58,670,8.7,1213,47.8
2010,"DHB","South Canterbury","depquin","2",121,670,18.1,2325,52
2010,"DHB","South Canterbury","depquin","3",216,670,32.2,2558,84.4
2010,"DHB","South Canterbury","depquin","4",213,670,31.8,2187,97.4
2010,"DHB","South Canterbury","depquin","5",62,670,9.3,1218,50.9
2010,"DHB","Southern","depquin","1",768,3689,20.8,12817,59.9
2010,"DHB","Southern","depquin","2",847,3689,23,13031,65
2010,"DHB","Southern","depquin","3",722,3689,19.6,11510,62.7
2010,"DHB","Southern","depquin","4",921,3689,25,14605,63.1
2010,"DHB","Southern","depquin","5",431,3689,11.7,10837,39.8
2010,"DHB","Tairawhiti","depquin","1",15,765,2,573,26.2
2010,"DHB","Tairawhiti","depquin","2",65,765,8.5,703,92.5
2010,"DHB","Tairawhiti","depquin","3",98,765,12.8,1051,93.2
2010,"DHB","Tairawhiti","depquin","4",31,765,4.1,1930,16.1
2010,"DHB","Tairawhiti","depquin","5",556,765,72.7,4833,115
2010,"DHB","Taranaki","depquin","1",110,1592,6.9,2411,45.6
2010,"DHB","Taranaki","depquin","2",155,1592,9.7,3072,50.5
2010,"DHB","Taranaki","depquin","3",413,1592,25.9,4657,88.7
2010,"DHB","Taranaki","depquin","4",700,1592,44,5852,119.6
2010,"DHB","Taranaki","depquin","5",214,1592,13.4,4998,42.8
2010,"DHB","Unknown","depquin",NA,386,NA,NA,NA,NA
2010,"DHB","Waikato","depquin","1",561,5635,10,8689,64.6
2010,"DHB","Waikato","depquin","2",583,5635,10.3,10974,53.1
2010,"DHB","Waikato","depquin","3",1214,5635,21.5,13425,90.4
2010,"DHB","Waikato","depquin","4",1592,5635,28.3,18885,84.3
2010,"DHB","Waikato","depquin","5",1685,5635,29.9,22567,74.7
2010,"DHB","Waikato","depquin",NA,3,5635,NA,NA,NA
2010,"DHB","Wairarapa","depquin","1",47,542,8.7,926,50.8
2010,"DHB","Wairarapa","depquin","2",87,542,16.1,1307,66.6
2010,"DHB","Wairarapa","depquin","3",47,542,8.7,1431,32.8
2010,"DHB","Wairarapa","depquin","4",238,542,43.9,2068,115.1
2010,"DHB","Wairarapa","depquin","5",123,542,22.7,1308,94
2010,"DHB","Waitemata","depquin","1",1572,7943,19.8,26020,60.4
2010,"DHB","Waitemata","depquin","2",1617,7943,20.4,29774,54.3
2010,"DHB","Waitemata","depquin","3",1696,7943,21.4,25804,65.7
2010,"DHB","Waitemata","depquin","4",2424,7943,30.5,21706,111.7
2010,"DHB","Waitemata","depquin","5",634,7943,8,11776,53.8
2010,"DHB","Waitemata","depquin",NA,1,7943,NA,NA,NA
2010,"DHB","West Coast","depquin","1",27,409,6.6,437,61.8
2010,"DHB","West Coast","depquin","2",55,409,13.4,344,159.9
